tweet_id,timestamp,text,expanded_urls,dog_name,dog_stage,dog_breed,dog_breed_conf,rating_numerator,rating_denominator,retweet_count,favorite_count,tweet_id,timestamp,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,tweet_id,jpg_url,img_num,dog_breed,dog_breed_conf,tweet_id,retweet_count,favorite_count
8.885549627242783e+17,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",Ralphus,,Siberian_husky,0.700377,13.0,10.0,3486.0,19512.0,8.885549627242783e+17,2017-07-22 00:23:06,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10.0,Ralphus,,6.662689108036444e+17,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1.0,,,888554962724278272,3486,19512
8.880784344585871e+17,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",Gerald,,French_bulldog,0.995026,12.0,10.0,3427.0,21404.0,8.880784344585871e+17,2017-07-20 16:49:33,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10.0,Gerald,,6.66273097616638e+17,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1.0,Italian_greyhound,0.176053,888078434458587136,3427,21404
8.877052893818266e+17,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,,Basset,0.821664,13.0,10.0,5284.0,29673.0,8.877052893818266e+17,2017-07-19 16:06:48,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10.0,Jeffrey,,6.662874062246953e+17,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1.0,Maltese_dog,0.8575309999999999,887705289381826560,5284,29673
8.875171391580938e+17,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,https://twitter.com/dog_rates/status/887517139158093824/video/1,,,,,14.0,10.0,11459.0,45531.0,8.875171391580938e+17,2017-07-19 03:39:09,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10.0,,,6.662939116321341e+17,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1.0,,,887517139158093824,11459,45531
8.874739571039519e+17,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",Canela,,Pembroke,0.809197,13.0,10.0,17834.0,67937.0,8.874739571039519e+17,2017-07-19 00:47:34,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,10.0,Canela,,6.663378823035249e+17,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1.0,Newfoundland,0.278407,887473957103951883,17834,67937
8.873432170453688e+17,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,https://twitter.com/dog_rates/status/887343217045368832/video/1,,,Mexican_hairless,0.330741,13.0,10.0,10213.0,33132.0,8.873432170453688e+17,2017-07-18 16:08:03,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10.0,,,6.663454175762104e+17,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1.0,Golden_retriever,0.8587440000000001,887343217045368832,10213,33132
8.871013928040858e+17,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,https://twitter.com/dog_rates/status/887101392804085760/photo/1,,,Samoyed,0.733942,12.0,10.0,5852.0,30075.0,8.871013928040858e+17,2017-07-18 00:07:08,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10.0,,,6.663532884561019e+17,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1.0,Malamute,0.33687399999999995,887101392804085760,5852,30075
8.869832335225446e+17,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",Maya,,Chihuahua,0.793469,13.0,10.0,7628.0,34584.0,8.869832335225446e+17,2017-07-17 16:17:36,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,10.0,Maya,,6.663627589092844e+17,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,1.0,,,886983233522544640,7628,34584
8.867368805193196e+17,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",Mingus,,Kuvasz,0.309706,13.0,10.0,3222.0,11854.0,8.867368805193196e+17,2017-07-16 23:58:41,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10.0,Mingus,,6.663737537445888e+17,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,1.0,Soft-coated_wheaten_terrier,0.326467,886736880519319552,3222,11854
8.866803364779336e+17,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Derek,,,,13.0,10.0,4380.0,22070.0,8.866803364779336e+17,2017-07-16 20:14:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10.0,Derek,,6.663962473732915e+17,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1.0,Chihuahua,0.978108,886680336477933568,4380,22070
8.863661447344456e+17,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,pupper,French_bulldog,0.999201,12.0,10.0,3141.0,20847.0,8.863661447344456e+17,2017-07-15 23:25:31,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10.0,Roscoe,pupper,6.664071268567654e+17,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1.0,Black-and-tan_coonhound,0.529139,886366144734445568,3141,20847
8.862583841518879e+17,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,,Pug,0.943575,13.0,10.0,6174.0,27530.0,8.862670092850176e+17,2017-07-15 16:51:35,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,,12.0,10.0,,,6.664115075514819e+17,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,1.0,,,886267009285017600,4,116
8.859848000199475e+17,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo,,Blenheim_spaniel,0.972494,12.0,10.0,6667.0,32113.0,8.862583841518879e+17,2017-07-15 16:17:19,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10.0,Waffles,,6.664187895133266e+17,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1.0,Toy_terrier,0.14968,886258384151887873,6174,27530
8.855289432054702e+17,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,,Pug,0.369275,13.0,10.0,6316.0,35400.0,8.859848000199475e+17,2017-07-14 22:10:11,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10.0,Jimbo,,6.664211583765627e+17,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1.0,Blenheim_spaniel,0.906777,886054160059072513,105,0
8.851676198836388e+17,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",,,Malamute,0.8124819999999999,13.0,10.0,4301.0,21567.0,8.855289432054702e+17,2017-07-13 15:58:47,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10.0,Maisey,,6.664282763494728e+17,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1.0,Pembroke,0.371361,885984800019947520,6667,32113
8.849255217417093e+17,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,,Italian_greyhound,0.259916,12.0,10.0,17956.0,76204.0,8.855189715287204e+17,2017-07-13 15:19:09,I have a new hero and his name is Howard. 14/10 ,https://twitter.com/4bonds2carbon/status/885517367337512960,14.0,10.0,,,6.664307244263588e+17,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,1.0,Irish_terrier,0.104109,885528943205470208,6316,35400
8.848767533904896e+17,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lola,,Chow,0.822103,13.0,10.0,5544.0,27484.0,8.851676198836388e+17,2017-07-12 16:03:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,10.0,,,6.664356523854234e+17,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1.0,Chesapeake_bay_retriever,0.18413,885518971528720385,3693,20101
8.845628921456886e+17,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,,Pug,0.5464060000000001,13.0,10.0,4646.0,23914.0,8.849255217417093e+17,2017-07-12 00:01:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10.0,Earl,,6.664372731399823e+17,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,1.0,Chihuahua,0.6718529999999999,885311592912609280,18229,0
8.844418053827174e+17,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://twitter.com/dog_rates/status/884441805382717440/photo/1,,,Pembroke,0.993225,14.0,10.0,5556.0,26556.0,8.848767533904896e+17,2017-07-11 20:47:12,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13.0,10.0,Lola,,6.664473444104847e+17,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,1.0,Curly-coated_retriever,0.32208400000000004,885167619883638784,4301,21567
8.841626705843773e+17,2017-07-09 21:29:42,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,doggo,German_shepherd,0.707046,12.0,10.0,2935.0,20030.0,8.845628921456886e+17,2017-07-11 00:00:02,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10.0,Kevin,,6.664547143771832e+17,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,1.0,Dalmatian,0.278954,884925521741709313,17956,76204
8.838381229366313e+17,2017-07-09 00:00:04,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,,Doberman,0.610946,12.0,10.0,3385.0,21548.0,8.844418053827174e+17,2017-07-10 15:58:53,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10.0,,,6.666448231647191e+17,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1.0,Ibizan_hound,0.0443334,884876753390489601,5544,27484
